"player","Opponent","location","Date","gs","min","fg","fg_att","fg_pct","threes","threes_att","threes_pct","ft","ft_att","ft_pct","off","def","tot","reb_avg","pf","fo","ast","turn_overs","blk","stl","pts","avg","Rdate","Season"
"BILBO-Paul","SLIPPERY ROCK","home","01/14/12","yes",25,3,7,0.429,0,0,0,7,7,1,4,3,7,2.9,1,0,0,2,0,1,13,5.3,2012-01-14,"2011-2012"
"COLEMAN-Steven","SLIPPERY ROCK","home","01/14/12","no",23,5,9,0.556,2,3,0.667,6,7,0.857,2,5,7,3,2,0,0,2,0,3,18,8.3,2012-01-14,"2011-2012"
"DAILEY-Callon","SLIPPERY ROCK","home","01/14/12","yes",31,2,9,0.222,1,6,0.167,0,0,0,1,2,3,2.9,0,0,1,0,0,1,5,8,2012-01-14,"2011-2012"
"HEINE-Christian","SLIPPERY ROCK","home","01/14/12","no",10,0,1,0,0,0,0,0,0,0,0,0,0,1.2,2,0,0,1,0,1,0,0.9,2012-01-14,"2011-2012"
"LEE-Matt","SLIPPERY ROCK","home","01/14/12","no",20,5,16,0.313,0,7,0,5,6,0.833,0,1,1,3,4,0,2,3,0,2,15,15.6,2012-01-14,"2011-2012"
"LIBAZS-Arnis","SLIPPERY ROCK","home","01/14/12","no",1,1,1,1,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,2,2.1,2012-01-14,"2011-2012"
"OUEGNIN-Jonathan","SLIPPERY ROCK","home","01/14/12","yes",20,1,2,0.5,0,0,0,1,2,0.5,3,3,6,3.4,2,0,1,2,0,2,3,4.4,2012-01-14,"2011-2012"
"RICKARD-Andrew","SLIPPERY ROCK","home","01/14/12","no",18,1,4,0.25,0,1,0,1,2,0.5,0,2,2,3,3,0,1,1,0,0,3,13.7,2012-01-14,"2011-2012"
"TURNER-Jamal","SLIPPERY ROCK","home","01/14/12","yes",19,0,4,0,0,1,0,0,0,0,2,0,2,3,4,0,1,1,0,1,0,2.1,2012-01-14,"2011-2012"
"WEAVER-Bill","SLIPPERY ROCK","home","01/14/12","yes",33,2,9,0.222,0,0,0,1,3,0.333,3,6,9,5.4,2,0,0,0,1,0,5,12.1,2012-01-14,"2011-2012"
"BILBO-Paul","GANNON","home","01/18/12","yes",21,1,3,0.333,0,0,0,5,6,0.833,2,2,4,3,2,0,0,1,0,1,7,5.5,2012-01-18,"2011-2012"
"COLEMAN-Steven","GANNON","home","01/18/12","no",22,2,8,0.25,2,5,0.4,4,4,1,1,1,2,2.9,3,0,2,3,0,3,10,8.5,2012-01-18,"2011-2012"
"INGRAM-Terrence","GANNON","home","01/18/12","no",7,2,3,0.667,1,1,1,0,0,0,0,0,0,0.6,1,0,0,0,0,0,5,1.4,2012-01-18,"2011-2012"
"LEE-Matt","GANNON","home","01/18/12","yes",33,5,16,0.313,4,10,0.4,4,5,0.8,2,2,4,3.1,3,0,1,1,0,1,18,15.8,2012-01-18,"2011-2012"
"LIBAZS-Arnis","GANNON","home","01/18/12","no",9,1,1,1,0,0,0,0,0,0,0,2,2,1.9,2,0,0,0,0,1,2,2.1,2012-01-18,"2011-2012"
"OUEGNIN-Jonathan","GANNON","home","01/18/12","yes",23,1,3,0.333,0,1,0,0,0,0,0,3,3,3.3,2,0,1,1,0,2,2,4.2,2012-01-18,"2011-2012"
"RICKARD-Andrew","GANNON","home","01/18/12","no",22,3,13,0.231,1,9,0.111,0,0,0,0,2,2,2.9,2,0,2,1,0,0,7,13.3,2012-01-18,"2011-2012"
"TURNER-Jamal","GANNON","home","01/18/12","yes",31,0,2,0,0,1,0,0,1,0,2,1,3,3,2,0,6,1,0,0,0,1.9,2012-01-18,"2011-2012"
"WEAVER-Bill","GANNON","home","01/18/12","yes",32,5,10,0.5,0,0,0,1,2,0.5,3,3,6,5.4,4,0,0,2,2,1,11,12.1,2012-01-18,"2011-2012"
"BILBO-Paul","INDIANA (PA.)","home","01/21/12","yes",24,4,6,0.667,0,0,0,0,2,0,2,3,5,3.2,3,0,0,2,1,0,8,5.7,2012-01-21,"2011-2012"
"COLEMAN-Steven","INDIANA (PA.)","home","01/21/12","yes",28,9,10,0.9,2,2,1,5,9,0.556,0,2,2,2.8,2,0,3,3,1,0,25,9.8,2012-01-21,"2011-2012"
"ELLINGTON-Keith","INDIANA (PA.)","home","01/21/12","no",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012-01-21,"2011-2012"
"INGRAM-Terrence","INDIANA (PA.)","home","01/21/12","no",19,0,3,0,0,3,0,3,4,0.75,3,3,6,1.1,1,0,3,0,1,2,3,1.5,2012-01-21,"2011-2012"
"LEE-Matt","INDIANA (PA.)","home","01/21/12","yes",29,3,10,0.3,2,7,0.286,0,0,0,0,5,5,3.2,2,0,3,0,0,1,8,15.3,2012-01-21,"2011-2012"
"LIBAZS-Arnis","INDIANA (PA.)","home","01/21/12","no",1,0,0,0,0,0,0,0,0,0,0,1,1,1.8,0,0,0,0,0,0,0,1.9,2012-01-21,"2011-2012"
"OUEGNIN-Jonathan","INDIANA (PA.)","home","01/21/12","no",16,1,2,0.5,0,1,0,2,2,1,0,1,1,3.2,2,0,0,2,1,1,4,4.2,2012-01-21,"2011-2012"
"RICKARD-Andrew","INDIANA (PA.)","home","01/21/12","no",23,4,10,0.4,3,8,0.375,0,0,0,1,4,5,3.1,1,0,2,0,0,2,11,13.1,2012-01-21,"2011-2012"
"TURNER-Jamal","INDIANA (PA.)","home","01/21/12","yes",30,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,1,0,0,0,1.8,2012-01-21,"2011-2012"
"WEAVER-Bill","INDIANA (PA.)","home","01/21/12","yes",29,4,10,0.4,0,0,0,4,4,1,2,3,5,5.4,3,0,1,1,0,0,12,12.1,2012-01-21,"2011-2012"
"BILBO-Paul","at Edinboro","away","01/25/12","yes",17,1,1,1,0,0,0,0,0,0,1,3,4,3.3,2,0,0,5,0,0,2,5.4,2012-01-25,"2011-2012"
"COLEMAN-Steven","at Edinboro","away","01/25/12","yes",19,0,6,0,0,1,0,2,2,1,0,8,8,3.2,3,0,5,2,0,1,2,9.2,2012-01-25,"2011-2012"
"INGRAM-Terrence","at Edinboro","away","01/25/12","no",13,1,3,0.333,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1.5,2012-01-25,"2011-2012"
"LEE-Matt","at Edinboro","away","01/25/12","yes",32,12,22,0.545,5,8,0.625,0,0,0,0,7,7,3.4,1,0,0,3,0,1,29,16.1,2012-01-25,"2011-2012"
"LIBAZS-Arnis","at Edinboro","away","01/25/12","no",16,2,4,0.5,1,2,0.5,0,0,0,1,2,3,1.9,2,0,1,0,1,1,5,2.2,2012-01-25,"2011-2012"
"OUEGNIN-Jonathan","at Edinboro","away","01/25/12","no",20,5,8,0.625,2,3,0.667,2,2,1,1,3,4,3.2,2,0,1,0,1,2,14,4.8,2012-01-25,"2011-2012"
"RICKARD-Andrew","at Edinboro","away","01/25/12","no",18,2,7,0.286,2,4,0.5,2,2,1,0,0,0,2.9,0,0,1,2,1,0,8,12.8,2012-01-25,"2011-2012"
"TURNER-Jamal","at Edinboro","away","01/25/12","yes",30,1,1,1,0,0,0,0,0,0,1,3,4,3.1,1,0,5,2,0,0,2,1.8,2012-01-25,"2011-2012"
"WEAVER-Bill","at Edinboro","away","01/25/12","yes",35,6,8,0.75,0,0,0,0,1,0,1,3,4,5.3,1,0,0,3,1,0,12,12.1,2012-01-25,"2011-2012"
"BILBO-Paul","at California (Pa.)","away","01/28/12","yes",15,1,2,0.5,0,0,0,0,1,0,1,1,2,3.2,2,0,0,2,0,0,2,5.2,2012-01-28,"2011-2012"
"COLEMAN-Steven","at California (Pa.)","away","01/28/12","yes",25,2,8,0.25,1,4,0.25,4,8,0.5,2,2,4,3.3,3,0,2,1,0,1,9,9.2,2012-01-28,"2011-2012"
"HEINE-Christian","at California (Pa.)","away","01/28/12","no",13,1,2,0.5,0,1,0,0,0,0,0,0,0,1.1,2,0,0,0,0,0,2,0.9,2012-01-28,"2011-2012"
"INGRAM-Terrence","at California (Pa.)","away","01/28/12","no",10,1,5,0.2,0,0,0,0,0,0,1,1,2,1.1,2,0,1,2,0,0,2,1.6,2012-01-28,"2011-2012"
"LEAO-Luis","at California (Pa.)","away","01/28/12","no",24,5,12,0.417,1,1,1,4,6,0.667,2,3,5,5.2,5,1,1,0,0,0,15,16.2,2012-01-28,"2011-2012"
"LEE-Matt","at California (Pa.)","away","01/28/12","yes",28,8,12,0.667,5,7,0.714,0,0,0,0,2,2,3.3,1,0,3,0,0,1,21,16.4,2012-01-28,"2011-2012"
"LIBAZS-Arnis","at California (Pa.)","away","01/28/12","no",2,0,0,0,0,0,0,0,0,0,0,1,1,1.9,1,0,0,0,0,0,0,2,2012-01-28,"2011-2012"
"OUEGNIN-Jonathan","at California (Pa.)","away","01/28/12","no",16,1,5,0.2,0,1,0,0,0,0,0,3,3,3.2,1,0,2,0,0,3,2,4.6,2012-01-28,"2011-2012"
"RICKARD-Andrew","at California (Pa.)","away","01/28/12","no",24,1,5,0.2,1,2,0.5,6,6,1,0,2,2,2.8,1,0,2,1,0,2,9,12.6,2012-01-28,"2011-2012"
"TURNER-Jamal","at California (Pa.)","away","01/28/12","yes",31,1,3,0.333,0,0,0,0,0,0,1,2,3,3.1,1,0,3,2,0,2,2,1.8,2012-01-28,"2011-2012"
"WEAVER-Bill","at California (Pa.)","away","01/28/12","yes",37,8,14,0.571,0,0,0,2,2,1,3,5,8,5.4,4,0,1,0,0,2,18,12.4,2012-01-28,"2011-2012"
"BILBO-Paul","LOCK HAVEN","home","02/01/12","no",10,4,4,1,0,0,0,0,0,0,0,2,2,3.1,3,0,0,1,0,0,8,5.4,2012-02-01,"2011-2012"
"COLEMAN-Steven","LOCK HAVEN","home","02/01/12","yes",20,3,8,0.375,2,4,0.5,0,0,0,0,2,2,3.2,1,0,5,2,1,1,8,9.1,2012-02-01,"2011-2012"
"ELLINGTON-Keith","LOCK HAVEN","home","02/01/12","no",6,1,4,0.25,1,3,0.333,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.3,2012-02-01,"2011-2012"
"HEINE-Christian","LOCK HAVEN","home","02/01/12","no",19,3,5,0.6,0,1,0,1,2,0.5,4,2,6,1.4,2,0,1,4,0,1,7,1.3,2012-02-01,"2011-2012"
"INGRAM-Terrence","LOCK HAVEN","home","02/01/12","no",17,6,6,1,3,3,1,0,1,0,2,1,3,1.2,0,0,3,3,0,1,15,2.5,2012-02-01,"2011-2012"
"LEAO-Luis","LOCK HAVEN","home","02/01/12","yes",20,5,7,0.714,0,0,0,1,4,0.25,1,4,5,5.1,2,0,1,0,0,2,11,15.4,2012-02-01,"2011-2012"
"LEE-Matt","LOCK HAVEN","home","02/01/12","no",16,3,4,0.75,1,2,0.5,0,0,0,0,1,1,3.2,1,0,2,2,0,0,7,15.9,2012-02-01,"2011-2012"
"LIBAZS-Arnis","LOCK HAVEN","home","02/01/12","no",4,1,1,1,0,0,0,0,0,0,0,1,1,1.8,2,0,0,1,0,0,2,2,2012-02-01,"2011-2012"
"OUEGNIN-Jonathan","LOCK HAVEN","home","02/01/12","yes",25,3,3,1,0,0,0,2,3,0.667,4,4,8,3.5,3,0,4,0,0,1,8,4.8,2012-02-01,"2011-2012"
"RICKARD-Andrew","LOCK HAVEN","home","02/01/12","no",20,4,6,0.667,2,3,0.667,2,2,1,0,0,0,2.7,1,0,3,3,0,2,12,12.6,2012-02-01,"2011-2012"
"TURNER-Jamal","LOCK HAVEN","home","02/01/12","yes",21,0,2,0,0,0,0,0,0,0,1,0,1,2.9,2,0,10,2,0,2,0,1.7,2012-02-01,"2011-2012"
"WEAVER-Bill","LOCK HAVEN","home","02/01/12","yes",22,6,9,0.667,0,0,0,2,6,0.333,2,2,4,5.4,0,0,1,2,0,2,14,12.5,2012-02-01,"2011-2012"
"BILBO-Paul","at Slippery Rock","away","2/4/12","no",8,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1,0,0,1,0,0,0,5,2012-02-04,"2011-2012"
"COLEMAN-Steven","at Slippery Rock","away","2/4/12","yes",21,0,5,0,0,2,0,0,0,0,1,2,3,3.2,1,0,4,2,0,1,0,8.6,2012-02-04,"2011-2012"
"INGRAM-Terrence","at Slippery Rock","away","2/4/12","no",20,1,1,1,1,1,1,0,0,0,0,1,1,1.2,3,0,2,1,0,0,3,2.5,2012-02-04,"2011-2012"
"LEAO-Luis","at Slippery Rock","away","2/4/12","yes",35,11,17,0.647,3,3,1,2,3,0.667,3,7,10,5.8,5,1,4,2,1,2,27,16.9,2012-02-04,"2011-2012"
"LEE-Matt","at Slippery Rock","away","2/4/12","no",32,7,21,0.333,2,7,0.286,3,4,0.75,2,6,8,3.5,2,0,3,1,0,1,19,16.1,2012-02-04,"2011-2012"
"LIBAZS-Arnis","at Slippery Rock","away","2/4/12","no",3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,1,0,0,0,1.9,2012-02-04,"2011-2012"
"OUEGNIN-Jonathan","at Slippery Rock","away","2/4/12","yes",22,2,4,0.5,1,1,1,0,0,0,1,2,3,3.5,2,0,1,1,0,1,5,4.8,2012-02-04,"2011-2012"
"RICKARD-Andrew","at Slippery Rock","away","2/4/12","no",12,2,5,0.4,1,3,0.333,0,1,0,0,0,0,2.6,2,0,0,0,0,0,5,12.2,2012-02-04,"2011-2012"
"TURNER-Jamal","at Slippery Rock","away","2/4/12","yes",36,2,6,0.333,0,1,0,0,0,0,2,2,4,3,1,0,1,2,0,2,4,1.9,2012-02-04,"2011-2012"
"WEAVER-Bill","at Slippery Rock","away","2/4/12","yes",36,4,10,0.4,0,1,0,0,0,0,3,2,5,5.4,1,0,0,1,1,2,8,12.3,2012-02-04,"2011-2012"
"BILBO-Paul","CLARION","home","02/08/12","yes",16,2,5,0.4,0,0,0,2,2,1,1,1,2,2.8,2,0,0,2,1,0,6,5.1,2012-02-08,"2011-2012"
"COLEMAN-Steven","CLARION","home","02/08/12","yes",19,2,7,0.286,0,4,0,2,2,1,0,4,4,3.2,1,0,3,2,1,1,6,8.4,2012-02-08,"2011-2012"
"ELLINGTON-Keith","CLARION","home","02/08/12","no",4,0,1,0,0,0,0,0,0,0,1,0,1,0.1,1,0,0,1,0,0,0,1.1,2012-02-08,"2011-2012"
"HEINE-Christian","CLARION","home","02/08/12","no",7,1,3,0.333,0,1,0,0,0,0,1,0,1,1.4,0,0,0,0,0,1,2,1.4,2012-02-08,"2011-2012"
"INGRAM-Terrence","CLARION","home","02/08/12","no",16,4,8,0.5,2,6,0.333,1,1,1,1,2,3,1.3,0,0,2,0,0,0,11,3,2012-02-08,"2011-2012"
"LEAO-Luis","CLARION","home","02/08/12","yes",24,5,8,0.625,0,1,0,7,8,0.875,3,4,7,5.9,2,0,2,1,5,2,17,16.9,2012-02-08,"2011-2012"
"LEE-Matt","CLARION","home","02/08/12","yes",24,5,13,0.385,2,6,0.333,2,2,1,2,3,5,3.5,1,0,0,1,0,1,14,16,2012-02-08,"2011-2012"
"LIBAZS-Arnis","CLARION","home","02/08/12","no",4,0,1,0,0,0,0,0,0,0,0,0,0,1.6,1,0,0,0,0,1,0,1.8,2012-02-08,"2011-2012"
"OUEGNIN-Jonathan","CLARION","home","02/08/12","no",18,4,6,0.667,0,1,0,0,0,0,1,4,5,3.5,1,0,6,1,0,2,8,5,2012-02-08,"2011-2012"
"RICKARD-Andrew","CLARION","home","02/08/12","no",19,7,14,0.5,4,10,0.4,0,0,0,0,2,2,2.5,4,0,3,0,0,0,18,12.5,2012-02-08,"2011-2012"
"TURNER-Jamal","CLARION","home","02/08/12","yes",28,1,1,1,1,1,1,2,2,1,4,5,9,3.3,1,0,6,1,0,1,5,2,2012-02-08,"2011-2012"
"WEAVER-Bill","CLARION","home","02/08/12","no",21,2,5,0.4,0,0,0,0,0,0,0,0,0,5.1,2,0,2,0,0,2,4,11.9,2012-02-08,"2011-2012"
"BILBO-Paul","at Indiana (Pa.)","away","02/11/12","yes",13,0,0,0,0,0,0,0,0,0,0,2,2,2.8,0,0,0,0,0,0,0,4.8,2012-02-11,"2011-2012"
"COLEMAN-Steven","at Indiana (Pa.)","away","02/11/12","yes",32,4,12,0.333,3,10,0.3,2,4,0.5,1,2,3,3.2,0,0,3,2,0,1,13,8.7,2012-02-11,"2011-2012"
"HEINE-Christian","at Indiana (Pa.)","away","02/11/12","no",5,0,1,0,0,0,0,0,1,0,1,0,1,1.4,1,0,0,1,0,0,0,1.3,2012-02-11,"2011-2012"
"INGRAM-Terrence","at Indiana (Pa.)","away","02/11/12","no",11,0,1,0,0,1,0,0,0,0,1,0,1,1.3,3,0,2,1,0,0,0,2.8,2012-02-11,"2011-2012"
"LEAO-Luis","at Indiana (Pa.)","away","02/11/12","yes",33,2,8,0.25,0,1,0,0,2,0,0,3,3,5.6,4,0,1,3,1,2,4,15.6,2012-02-11,"2011-2012"
"LEE-Matt","at Indiana (Pa.)","away","02/11/12","yes",24,5,15,0.333,0,2,0,2,2,1,5,2,7,3.7,4,0,1,1,1,2,12,15.8,2012-02-11,"2011-2012"
"OUEGNIN-Jonathan","at Indiana (Pa.)","away","02/11/12","no",23,4,8,0.5,2,4,0.5,1,3,0.333,1,4,5,3.6,1,0,0,0,0,1,11,5.2,2012-02-11,"2011-2012"
"RICKARD-Andrew","at Indiana (Pa.)","away","02/11/12","no",7,0,3,0,0,3,0,0,0,0,0,1,1,2.5,0,0,0,2,0,1,0,11.9,2012-02-11,"2011-2012"
"TURNER-Jamal","at Indiana (Pa.)","away","02/11/12","yes",23,0,4,0,0,2,0,0,0,0,3,1,4,3.3,3,0,2,0,0,1,0,1.9,2012-02-11,"2011-2012"
"WEAVER-Bill","at Indiana (Pa.)","away","02/11/12","no",29,3,7,0.429,0,0,0,3,3,1,1,3,4,5,1,0,0,1,0,0,9,11.7,2012-02-11,"2011-2012"
"BILBO-Paul","at Gannon","away","2/15/12","no",12,0,0,0,0,0,0,0,2,0,0,0,0,2.6,2,0,1,0,1,1,0,4.5,2012-02-15,"2011-2012"
"COLEMAN-Steven","at Gannon","away","2/15/12","yes",30,5,10,0.5,2,4,0.5,2,4,0.5,3,5,8,3.5,1,0,4,5,0,1,14,8.9,2012-02-15,"2011-2012"
"INGRAM-Terrence","at Gannon","away","2/15/12","no",14,1,5,0.2,1,5,0.2,0,0,0,1,4,5,1.5,0,0,1,1,0,0,3,2.8,2012-02-15,"2011-2012"
"LEAO-Luis","at Gannon","away","2/15/12","yes",25,4,5,0.8,0,0,0,8,9,0.889,0,2,2,5.3,4,0,3,1,0,1,16,15.6,2012-02-15,"2011-2012"
"LEE-Matt","at Gannon","away","2/15/12","yes",34,6,15,0.4,5,12,0.417,0,0,0,0,1,1,3.6,2,0,1,4,1,0,17,15.8,2012-02-15,"2011-2012"
"OUEGNIN-Jonathan","at Gannon","away","2/15/12","no",19,1,1,1,1,1,1,2,2,1,2,4,6,3.7,4,0,3,2,1,0,5,5.2,2012-02-15,"2011-2012"
"RICKARD-Andrew","at Gannon","away","2/15/12","no",15,1,5,0.2,1,5,0.2,0,0,0,0,0,0,2.3,0,0,0,1,0,0,3,11.5,2012-02-15,"2011-2012"
"TURNER-Jamal","at Gannon","away","2/15/12","yes",23,0,1,0,0,1,0,0,0,0,0,3,3,3.3,3,0,1,5,0,0,0,1.8,2012-02-15,"2011-2012"
"WEAVER-Bill","at Gannon","away","2/15/12","yes",28,4,7,0.571,0,0,0,2,2,1,1,3,4,5,4,0,1,5,4,4,10,11.7,2012-02-15,"2011-2012"
"BILBO-Paul","CALIFORNIA (PA.)","home","02/18/12","no",10,1,2,0.5,0,0,0,0,2,0,3,1,4,2.7,2,0,1,0,1,0,2,4.4,2012-02-18,"2011-2012"
"COLEMAN-Steven","CALIFORNIA (PA.)","home","02/18/12","yes",25,2,7,0.286,2,3,0.667,2,2,1,1,2,3,3.5,5,1,2,1,1,2,8,8.9,2012-02-18,"2011-2012"
"INGRAM-Terrence","CALIFORNIA (PA.)","home","02/18/12","no",11,1,2,0.5,0,1,0,2,2,1,2,1,3,1.6,1,0,1,1,0,0,4,2.9,2012-02-18,"2011-2012"
"LEAO-Luis","CALIFORNIA (PA.)","home","02/18/12","yes",28,5,12,0.417,1,3,0.333,4,6,0.667,2,2,4,5.2,0,1,2,0,4,0,15,15.6,2012-02-18,"2011-2012"
"LEE-Matt","CALIFORNIA (PA.)","home","02/18/12","yes",32,2,13,0.154,0,6,0,0,0,0,2,0,2,3.5,2,0,1,4,0,0,4,15.3,2012-02-18,"2011-2012"
"OUEGNIN-Jonathan","CALIFORNIA (PA.)","home","02/18/12","no",20,0,0,0,0,0,0,3,4,0.75,0,4,4,3.7,1,0,0,3,0,2,3,5.1,2012-02-18,"2011-2012"
"RICKARD-Andrew","CALIFORNIA (PA.)","home","02/18/12","no",11,1,5,0.2,1,5,0.2,1,2,0.5,0,0,0,2.3,3,0,1,2,0,0,4,11.2,2012-02-18,"2011-2012"
"TURNER-Jamal","CALIFORNIA (PA.)","home","02/18/12","yes",32,3,8,0.375,1,3,0.333,0,0,0,1,2,3,3.3,4,0,3,3,0,0,7,2,2012-02-18,"2011-2012"
"WEAVER-Bill","CALIFORNIA (PA.)","home","02/18/12","yes",31,4,5,0.8,0,0,0,1,4,0.25,2,5,7,5.1,2,0,0,1,3,3,9,11.5,2012-02-18,"2011-2012"
"BILBO-Paul","EDINBORO","home","02/22/12","yes",17,2,5,0.4,0,0,0,4,5,0.8,3,3,6,2.9,3,0,0,1,1,0,8,4.6,2012-02-22,"2011-2012"
"COLEMAN-Steven","EDINBORO","home","02/22/12","yes",5,3,3,1,2,2,1,0,0,0,0,1,1,3.3,1,0,0,1,0,0,8,8.9,2012-02-22,"2011-2012"
"HEINE-Christian","EDINBORO","home","02/22/12","no",13,2,2,1,0,0,0,1,2,0.5,2,1,3,1.5,0,0,0,0,0,1,5,1.5,2012-02-22,"2011-2012"
"INGRAM-Terrence","EDINBORO","home","02/22/12","no",18,2,5,0.4,0,2,0,0,0,0,0,1,1,1.5,0,0,0,0,0,0,4,3,2012-02-22,"2011-2012"
"LEE-Matt","EDINBORO","home","02/22/12","yes",26,4,14,0.286,1,8,0.125,1,1,1,1,6,7,3.6,2,0,0,1,0,2,10,15.1,2012-02-22,"2011-2012"
"LIBAZS-Arnis","EDINBORO","home","02/22/12","no",4,0,1,0,0,0,0,1,2,0.5,0,0,0,1.5,3,0,0,0,0,0,1,1.7,2012-02-22,"2011-2012"
"OUEGNIN-Jonathan","EDINBORO","home","02/22/12","no",25,1,3,0.333,0,0,0,1,1,1,1,7,8,3.9,4,0,3,2,0,1,3,5,2012-02-22,"2011-2012"
"RICKARD-Andrew","EDINBORO","home","02/22/12","no",25,4,9,0.444,2,7,0.286,0,0,0,0,2,2,2.2,1,0,2,1,0,0,10,11.2,2012-02-22,"2011-2012"
"TURNER-Jamal","EDINBORO","home","02/22/12","yes",32,2,7,0.286,1,2,0.5,3,3,1,2,0,2,3.2,4,0,7,0,1,0,8,2.3,2012-02-22,"2011-2012"
"WEAVER-Bill","EDINBORO","home","02/22/12","yes",35,3,16,0.188,0,0,0,1,2,0.5,6,3,9,5.2,1,0,2,4,2,0,7,11.4,2012-02-22,"2011-2012"
"BILBO-Paul","at Lock Haven","away","2/25/12","no",7,1,3,0.333,0,1,0,0,0,0,0,2,2,2.8,2,0,0,1,0,0,2,4.4,2012-02-25,"2011-2012"
"ELLINGTON-Keith","at Lock Haven","away","2/25/12","no",7,1,1,1,0,0,0,0,0,0,0,0,0,0.1,1,0,0,1,0,0,2,1.2,2012-02-25,"2011-2012"
"HEINE-Christian","at Lock Haven","away","2/25/12","no",12,1,5,0.2,0,2,0,0,0,0,1,1,2,1.5,2,0,1,1,0,0,2,1.5,2012-02-25,"2011-2012"
"INGRAM-Terrence","at Lock Haven","away","2/25/12","no",11,0,1,0,0,0,0,0,0,0,0,1,1,1.5,0,0,1,1,0,1,0,2.8,2012-02-25,"2011-2012"
"LEAO-Luis","at Lock Haven","away","2/25/12","yes",20,0,4,0,0,1,0,4,4,1,0,6,6,5.2,4,0,0,1,0,0,4,14.7,2012-02-25,"2011-2012"
"LEE-Matt","at Lock Haven","away","2/25/12","yes",39,9,18,0.5,2,6,0.333,12,13,0.923,1,4,5,3.7,3,0,0,3,0,4,32,15.8,2012-02-25,"2011-2012"
"OUEGNIN-Jonathan","at Lock Haven","away","2/25/12","yes",17,0,4,0,0,2,0,0,0,0,2,6,8,4,5,1,1,1,0,0,0,4.8,2012-02-25,"2011-2012"
"RICKARD-Andrew","at Lock Haven","away","2/25/12","no",18,2,6,0.333,1,4,0.25,2,2,1,1,3,4,2.3,4,0,0,3,0,1,7,11,2012-02-25,"2011-2012"
"TURNER-Jamal","at Lock Haven","away","2/25/12","yes",37,2,5,0.4,1,2,0.5,0,2,0,2,3,5,3.3,4,0,2,1,0,1,5,2.4,2012-02-25,"2011-2012"
"WEAVER-Bill","at Lock Haven","away","2/25/12","yes",32,6,10,0.6,0,0,0,7,8,0.875,3,3,6,5.3,2,0,0,2,5,0,19,11.7,2012-02-25,"2011-2012"
"BILBO-Paul","SLIPPERY ROCK","home","02/28/12","no",14,0,2,0,0,0,0,0,0,0,0,6,6,3,1,0,0,1,1,1,0,4.2,2012-02-28,"2011-2012"
"HEINE-Christian","SLIPPERY ROCK","home","02/28/12","no",17,2,4,0.5,0,0,0,5,6,0.833,1,1,2,1.5,1,0,1,0,0,0,9,1.9,2012-02-28,"2011-2012"
"INGRAM-Terrence","SLIPPERY ROCK","home","02/28/12","no",15,2,3,0.667,2,2,1,0,0,0,0,1,1,1.5,2,0,1,1,0,0,6,3,2012-02-28,"2011-2012"
"LEAO-Luis","SLIPPERY ROCK","home","02/28/12","yes",24,7,14,0.5,2,6,0.333,2,3,0.667,1,1,2,5,3,0,2,3,0,1,18,14.9,2012-02-28,"2011-2012"
"LEE-Matt","SLIPPERY ROCK","home","02/28/12","yes",29,6,16,0.375,3,7,0.429,4,4,1,1,2,3,3.7,0,0,5,2,0,1,19,15.9,2012-02-28,"2011-2012"
"OUEGNIN-Jonathan","SLIPPERY ROCK","home","02/28/12","yes",28,3,5,0.6,0,1,0,3,4,0.75,2,7,9,4.2,3,0,2,2,3,3,9,5,2012-02-28,"2011-2012"
"RICKARD-Andrew","SLIPPERY ROCK","home","02/28/12","no",18,1,3,0.333,0,1,0,2,2,1,0,1,1,2.3,1,0,2,0,0,1,4,10.7,2012-02-28,"2011-2012"
"TURNER-Jamal","SLIPPERY ROCK","home","02/28/12","yes",30,0,3,0,0,1,0,1,3,0.333,1,4,5,3.4,1,0,4,1,0,2,1,2.3,2012-02-28,"2011-2012"
"WEAVER-Bill","SLIPPERY ROCK","home","02/28/12","yes",25,4,8,0.5,0,0,0,3,6,0.5,0,1,1,5.1,1,0,0,1,1,3,11,11.6,2012-02-28,"2011-2012"
"BILBO-Paul","vs East Stroudsburg","neutral","03/02/12","no",11,1,1,1,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,3,4.2,2012-03-02,"2011-2012"
"DAILEY-Callon","vs East Stroudsburg","neutral","03/02/12","no",14,0,2,0,0,1,0,1,2,0.5,0,1,1,2.7,2,0,0,1,0,1,1,7.5,2012-03-02,"2011-2012"
"ELLINGTON-Keith","vs East Stroudsburg","neutral","03/02/12","no",2,1,2,0.5,0,0,0,0,0,0,1,0,1,0.2,0,0,0,1,0,0,2,1.3,2012-03-02,"2011-2012"
"HEINE-Christian","vs East Stroudsburg","neutral","03/02/12","no",21,0,1,0,0,0,0,3,3,1,0,0,0,1.5,3,0,2,0,0,0,3,1.9,2012-03-02,"2011-2012"
