"player","Opponent","location","Date","gs","min","fg","fg_att","fg_pct","threes","threes_att","threes_pct","ft","ft_att","ft_pct","off","def","tot","reb_avg","pf","fo","ast","turn_overs","blk","stl","pts","avg","Rdate","Season"
"BILBO-Paul","CLARION","home","01/16/13","yes",28,4,7,0.571,0,0,0,0,0,0,1,2,3,3.5,2,0,1,2,1,0,8,8.4,2013-01-16,"2012-2013"
"DAILEY-Callon","CLARION","home","01/16/13","yes",35,3,8,0.375,1,3,0.333,3,3,1,1,1,2,3.1,2,0,0,1,1,2,10,8,2013-01-16,"2012-2013"
"ELLINGTON-Keith","CLARION","home","01/16/13","yes",28,3,7,0.429,0,2,0,2,2,1,2,5,7,2.5,1,0,3,2,0,0,8,4.4,2013-01-16,"2012-2013"
"HOYING-Andy","CLARION","home","01/16/13","no",15,1,2,0.5,1,1,1,2,2,1,0,2,2,4.6,1,0,1,0,0,0,5,5.9,2013-01-16,"2012-2013"
"LEAO-Luis","CLARION","home","01/16/13","yes",35,5,13,0.385,0,1,0,5,7,0.714,0,10,10,7.1,2,0,2,0,2,0,15,21.1,2013-01-16,"2012-2013"
"ONANA-Jean","CLARION","home","01/16/13","no",6,0,1,0,0,0,0,0,0,0,0,0,0,0.6,1,0,1,0,0,0,0,1.1,2013-01-16,"2012-2013"
"OUEGNIN-Jonathan","CLARION","home","01/16/13","yes",36,5,9,0.556,1,3,0.333,5,6,0.833,0,3,3,3.8,1,0,4,2,0,3,16,9.1,2013-01-16,"2012-2013"
"SAMUELSON-Beau","CLARION","home","01/16/13","no",15,0,2,0,0,2,0,0,0,0,0,1,1,1.6,0,0,1,1,0,1,0,7.7,2013-01-16,"2012-2013"
"BEINS-Sean","at Slippery Rock","away","1/19/13","no",2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,0,1.6,2013-01-19,"2012-2013"
"BILBO-Paul","at Slippery Rock","away","1/19/13","yes",31,6,11,0.545,0,0,0,0,2,0,1,3,4,3.5,3,0,0,1,1,1,12,8.6,2013-01-19,"2012-2013"
"DAILEY-Callon","at Slippery Rock","away","1/19/13","yes",22,3,7,0.429,0,1,0,3,3,1,0,4,4,3.1,4,0,1,1,1,2,9,8.1,2013-01-19,"2012-2013"
"ELLINGTON-Keith","at Slippery Rock","away","1/19/13","yes",20,1,4,0.25,0,1,0,0,0,0,0,2,2,2.5,2,0,0,2,0,0,2,4.2,2013-01-19,"2012-2013"
"HOYING-Andy","at Slippery Rock","away","1/19/13","no",20,1,3,0.333,0,2,0,0,0,0,3,3,6,4.6,3,0,2,0,0,1,2,5.6,2013-01-19,"2012-2013"
"INGRAM-Terrence","at Slippery Rock","away","1/19/13","no",22,1,4,0.25,1,3,0.333,0,2,0,0,2,2,3.3,2,0,1,1,0,2,3,6.1,2013-01-19,"2012-2013"
"LEAO-Luis","at Slippery Rock","away","1/19/13","yes",34,4,11,0.364,0,3,0,7,9,0.778,0,8,8,7.2,3,0,0,5,1,1,15,20.7,2013-01-19,"2012-2013"
"ONANA-Jean","at Slippery Rock","away","1/19/13","no",3,0,2,0,0,1,0,0,0,0,1,1,2,0.7,0,0,0,0,0,0,0,1,2013-01-19,"2012-2013"
"OUEGNIN-Jonathan","at Slippery Rock","away","1/19/13","yes",32,1,4,0.25,1,3,0.333,2,2,1,1,3,4,3.8,0,0,2,4,1,0,5,8.9,2013-01-19,"2012-2013"
"SAMUELSON-Beau","at Slippery Rock","away","1/19/13","no",14,0,2,0,0,2,0,0,0,0,0,1,1,1.5,1,0,4,0,0,0,0,7.1,2013-01-19,"2012-2013"
"BILBO-Paul","at Gannon University","away","1/23/13","yes",15,1,4,0.25,0,0,0,1,1,1,1,1,2,3.4,5,1,0,1,0,0,3,8.3,2013-01-23,"2012-2013"
"DAILEY-Callon","at Gannon University","away","1/23/13","yes",40,6,11,0.545,3,5,0.6,0,0,0,0,0,0,2.9,2,0,3,1,0,2,15,8.4,2013-01-23,"2012-2013"
"ELLINGTON-Keith","at Gannon University","away","1/23/13","yes",26,3,5,0.6,1,2,0.5,0,0,0,0,0,0,2.3,2,0,1,4,0,1,7,4.4,2013-01-23,"2012-2013"
"HOYING-Andy","at Gannon University","away","1/23/13","no",27,2,5,0.4,0,2,0,0,0,0,0,1,1,4.4,1,0,0,0,0,1,4,5.6,2013-01-23,"2012-2013"
"INGRAM-Terrence","at Gannon University","away","1/23/13","no",16,0,3,0,0,2,0,0,0,0,1,1,2,3.2,1,0,3,1,0,0,0,5.8,2013-01-23,"2012-2013"
"LEAO-Luis","at Gannon University","away","1/23/13","yes",38,3,7,0.429,2,3,0.667,5,6,0.833,0,4,4,7,4,0,2,3,2,2,13,20.3,2013-01-23,"2012-2013"
"OUEGNIN-Jonathan","at Gannon University","away","1/23/13","yes",27,0,1,0,0,0,0,0,0,0,0,1,1,3.6,1,0,2,3,1,0,0,8.4,2013-01-23,"2012-2013"
"SAMUELSON-Beau","at Gannon University","away","1/23/13","no",11,0,2,0,0,1,0,0,0,0,0,0,0,1.4,0,0,0,3,0,0,0,6.6,2013-01-23,"2012-2013"
"BILBO-Paul","at Indiana (PA)","away","01/26/13","yes",25,5,7,0.714,0,0,0,0,1,0,1,1,2,3.4,4,0,3,1,2,1,10,8.4,2013-01-26,"2012-2013"
"DAILEY-Callon","at Indiana (PA)","away","01/26/13","yes",38,0,3,0,0,3,0,2,2,1,2,3,5,3.1,3,0,4,4,1,0,2,8.1,2013-01-26,"2012-2013"
"ELLINGTON-Keith","at Indiana (PA)","away","01/26/13","yes",12,0,1,0,0,0,0,0,0,0,0,0,0,2.2,2,0,0,2,0,0,0,4.2,2013-01-26,"2012-2013"
"HOYING-Andy","at Indiana (PA)","away","01/26/13","no",29,0,3,0,0,1,0,0,0,0,0,3,3,4.4,4,0,0,2,0,2,0,5.3,2013-01-26,"2012-2013"
"INGRAM-Terrence","at Indiana (PA)","away","01/26/13","no",24,4,7,0.571,2,5,0.4,4,4,1,1,3,4,3.2,2,0,0,0,0,1,14,6.2,2013-01-26,"2012-2013"
"LEAO-Luis","at Indiana (PA)","away","01/26/13","yes",34,5,10,0.5,1,4,0.25,8,10,0.8,1,2,3,6.8,3,0,2,3,0,1,19,20.2,2013-01-26,"2012-2013"
"OUEGNIN-Jonathan","at Indiana (PA)","away","01/26/13","yes",30,2,2,1,0,0,0,2,2,1,0,2,2,3.5,3,0,2,4,0,2,6,8.3,2013-01-26,"2012-2013"
"SAMUELSON-Beau","at Indiana (PA)","away","01/26/13","no",6,1,2,0.5,1,2,0.5,0,0,0,0,0,0,1.3,0,0,0,3,0,0,3,6.3,2013-01-26,"2012-2013"
"SPODEN-Bobby","at Indiana (PA)","away","01/26/13","no",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-26,"2012-2013"
"BILBO-Paul","EDINBORO","home","01/30/13","yes",25,1,3,0.333,0,0,0,3,6,0.5,0,1,1,3.3,2,0,0,1,1,0,5,8.3,2013-01-30,"2012-2013"
"DAILEY-Callon","EDINBORO","home","01/30/13","yes",27,3,10,0.3,0,4,0,2,4,0.5,3,4,7,3.3,4,0,0,1,0,0,8,8.1,2013-01-30,"2012-2013"
"ELLINGTON-Keith","EDINBORO","home","01/30/13","no",16,1,4,0.25,1,2,0.5,0,0,0,0,3,3,2.3,3,0,0,2,0,0,3,4.1,2013-01-30,"2012-2013"
"HOYING-Andy","EDINBORO","home","01/30/13","no",26,1,3,0.333,0,1,0,0,0,0,1,4,5,4.4,3,0,2,0,0,1,2,5.1,2013-01-30,"2012-2013"
"INGRAM-Terrence","EDINBORO","home","01/30/13","yes",37,5,11,0.455,3,8,0.375,1,1,1,0,2,2,3.2,2,0,0,3,0,1,14,6.6,2013-01-30,"2012-2013"
"LEAO-Luis","EDINBORO","home","01/30/13","yes",34,7,13,0.538,1,3,0.333,5,6,0.833,2,4,6,6.8,4,0,4,3,3,2,20,20.2,2013-01-30,"2012-2013"
"OUEGNIN-Jonathan","EDINBORO","home","01/30/13","yes",31,3,4,0.75,1,1,1,0,0,0,1,4,5,3.6,3,0,5,1,1,2,7,8.2,2013-01-30,"2012-2013"
"SAMUELSON-Beau","EDINBORO","home","01/30/13","no",4,0,2,0,0,2,0,0,0,0,0,0,0,1.3,0,0,1,1,0,0,0,5.9,2013-01-30,"2012-2013"
"BEINS-Sean","CALIFORNIA","home","02/02/13","no",6,1,2,0.5,0,0,0,0,0,0,1,1,2,0.9,0,0,0,1,0,0,2,1.7,2013-02-02,"2012-2013"
"BILBO-Paul","CALIFORNIA","home","02/02/13","yes",25,3,10,0.3,0,0,0,1,2,0.5,1,2,3,3.2,5,1,0,2,2,1,7,8.2,2013-02-02,"2012-2013"
"DAILEY-Callon","CALIFORNIA","home","02/02/13","yes",41,7,15,0.467,0,2,0,2,2,1,1,0,1,3.1,1,0,3,1,0,1,16,8.5,2013-02-02,"2012-2013"
"ELLINGTON-Keith","CALIFORNIA","home","02/02/13","no",3,0,1,0,0,0,0,0,0,0,0,2,2,2.2,0,0,1,1,0,0,0,3.9,2013-02-02,"2012-2013"
"HOYING-Andy","CALIFORNIA","home","02/02/13","yes",39,2,6,0.333,0,2,0,3,5,0.6,3,5,8,4.6,3,0,1,0,0,1,7,5.2,2013-02-02,"2012-2013"
"INGRAM-Terrence","CALIFORNIA","home","02/02/13","no",22,0,1,0,0,1,0,0,0,0,2,2,4,3.2,0,0,0,3,0,1,0,6.3,2013-02-02,"2012-2013"
"LEAO-Luis","CALIFORNIA","home","02/02/13","yes",20,3,9,0.333,0,1,0,0,0,0,0,2,2,6.5,5,1,2,4,0,1,6,19.5,2013-02-02,"2012-2013"
"ONANA-Jean","CALIFORNIA","home","02/02/13","no",24,5,8,0.625,1,2,0.5,2,2,1,0,2,2,0.8,3,0,0,0,0,2,13,2,2013-02-02,"2012-2013"
"OUEGNIN-Jonathan","CALIFORNIA","home","02/02/13","yes",40,5,9,0.556,2,4,0.5,7,8,0.875,2,6,8,3.8,4,0,4,2,5,2,19,8.7,2013-02-02,"2012-2013"
"SAMUELSON-Beau","CALIFORNIA","home","02/02/13","no",5,0,0,0,0,0,0,0,0,0,0,1,1,1.2,0,0,0,0,1,0,0,5.6,2013-02-02,"2012-2013"
"BILBO-Paul","at Lock Haven","away","2/6/13","yes",29,2,5,0.4,0,0,0,2,2,1,2,6,8,3.5,3,0,0,1,0,0,6,8.1,2013-02-06,"2012-2013"
"DAILEY-Callon","at Lock Haven","away","2/6/13","yes",35,1,6,0.167,0,3,0,0,0,0,0,1,1,3,3,0,1,1,1,1,2,8.2,2013-02-06,"2012-2013"
"ELLINGTON-Keith","at Lock Haven","away","2/6/13","no",13,2,3,0.667,0,1,0,0,0,0,0,1,1,2.2,1,0,1,2,0,0,4,3.9,2013-02-06,"2012-2013"
"HOYING-Andy","at Lock Haven","away","2/6/13","no",20,2,2,1,1,1,1,0,0,0,2,0,2,4.5,0,0,1,0,0,1,5,5.2,2013-02-06,"2012-2013"
"INGRAM-Terrence","at Lock Haven","away","2/6/13","no",10,1,4,0.25,1,2,0.5,0,0,0,0,0,0,3,3,0,0,1,0,0,3,6.1,2013-02-06,"2012-2013"
"LEAO-Luis","at Lock Haven","away","2/6/13","yes",31,4,14,0.286,0,2,0,3,4,0.75,2,4,6,6.5,1,0,2,2,1,0,11,19.1,2013-02-06,"2012-2013"
"ONANA-Jean","at Lock Haven","away","2/6/13","yes",32,6,11,0.545,3,7,0.429,0,0,0,0,6,6,1.2,1,0,1,2,0,3,15,3,2013-02-06,"2012-2013"
"OUEGNIN-Jonathan","at Lock Haven","away","2/6/13","yes",30,5,10,0.5,0,3,0,1,2,0.5,1,9,10,4.1,1,0,9,0,2,5,11,8.8,2013-02-06,"2012-2013"
"BILBO-Paul","SLIPPERY ROCK","home","02/09/13","yes",27,0,4,0,0,0,0,3,4,0.75,0,2,2,3.4,3,0,1,0,0,1,3,7.9,2013-02-09,"2012-2013"
"DAILEY-Callon","SLIPPERY ROCK","home","02/09/13","yes",26,0,3,0,0,1,0,0,0,0,0,3,3,3,5,1,1,1,0,1,0,7.8,2013-02-09,"2012-2013"
"ELLINGTON-Keith","SLIPPERY ROCK","home","02/09/13","no",5,1,2,0.5,0,1,0,0,0,0,0,1,1,2.1,0,0,0,0,0,0,2,3.8,2013-02-09,"2012-2013"
"HOYING-Andy","SLIPPERY ROCK","home","02/09/13","no",30,3,3,1,0,0,0,1,1,1,1,0,1,4.3,1,0,0,0,0,0,7,5.3,2013-02-09,"2012-2013"
"INGRAM-Terrence","SLIPPERY ROCK","home","02/09/13","no",10,0,1,0,0,0,0,2,2,1,2,1,3,3,3,0,0,0,0,0,2,6,2013-02-09,"2012-2013"
"LEAO-Luis","SLIPPERY ROCK","home","02/09/13","yes",35,2,12,0.167,1,2,0.5,15,20,0.75,2,8,10,6.7,4,0,0,2,0,3,20,19.2,2013-02-09,"2012-2013"
"ONANA-Jean","SLIPPERY ROCK","home","02/09/13","yes",30,5,12,0.417,0,3,0,4,4,1,0,1,1,1.2,3,0,0,1,0,0,14,3.8,2013-02-09,"2012-2013"
"OUEGNIN-Jonathan","SLIPPERY ROCK","home","02/09/13","yes",37,3,6,0.5,1,3,0.333,5,5,1,0,5,5,4.1,1,0,7,2,0,2,12,9,2013-02-09,"2012-2013"
"BEINS-Sean","at Clarion","away","2/13/13","no",7,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,0,1.5,2013-02-13,"2012-2013"
"BILBO-Paul","at Clarion","away","2/13/13","yes",23,1,5,0.2,0,0,0,2,4,0.5,4,2,6,3.5,3,0,0,2,0,0,4,7.7,2013-02-13,"2012-2013"
"DAILEY-Callon","at Clarion","away","2/13/13","yes",25,2,10,0.2,0,0,0,0,0,0,2,4,6,3.2,1,0,0,0,0,2,4,7.7,2013-02-13,"2012-2013"
"ELLINGTON-Keith","at Clarion","away","2/13/13","no",11,2,2,1,0,0,0,0,0,0,0,1,1,2.1,1,0,0,2,0,0,4,3.8,2013-02-13,"2012-2013"
"HOYING-Andy","at Clarion","away","2/13/13","no",21,3,6,0.5,0,0,0,1,1,1,4,3,7,4.4,3,0,2,1,0,0,7,5.3,2013-02-13,"2012-2013"
"INGRAM-Terrence","at Clarion","away","2/13/13","no",14,1,2,0.5,1,2,0.5,2,4,0.5,0,0,0,2.9,0,0,1,0,0,0,5,5.9,2013-02-13,"2012-2013"
"LEAO-Luis","at Clarion","away","2/13/13","yes",33,4,10,0.4,2,3,0.667,4,4,1,1,6,7,6.7,3,0,1,0,1,0,14,19,2013-02-13,"2012-2013"
"ONANA-Jean","at Clarion","away","2/13/13","yes",24,2,9,0.222,0,6,0,2,2,1,0,1,1,1.2,4,0,3,1,0,1,6,3.9,2013-02-13,"2012-2013"
"OUEGNIN-Jonathan","at Clarion","away","2/13/13","yes",33,1,10,0.1,0,5,0,2,4,0.5,3,2,5,4.2,1,0,4,1,2,0,4,8.8,2013-02-13,"2012-2013"
"SAMUELSON-Beau","at Clarion","away","2/13/13","no",9,1,2,0.5,1,2,0.5,0,0,0,1,0,1,1.2,1,0,0,2,0,0,3,5.4,2013-02-13,"2012-2013"
"BEINS-Sean","INDIANA (PA)","home","02/16/13","no",5,0,0,0,0,0,0,0,0,0,0,1,1,0.9,0,0,0,1,0,0,0,1.4,2013-02-16,"2012-2013"
"BILBO-Paul","INDIANA (PA)","home","02/16/13","yes",17,1,3,0.333,0,0,0,0,0,0,0,0,0,3.4,4,0,0,3,0,0,2,7.5,2013-02-16,"2012-2013"
"DAILEY-Callon","INDIANA (PA)","home","02/16/13","yes",33,5,7,0.714,1,1,1,1,2,0.5,0,3,3,3.2,3,0,3,1,1,3,12,7.8,2013-02-16,"2012-2013"
"ELLINGTON-Keith","INDIANA (PA)","home","02/16/13","no",13,0,2,0,0,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,3.7,2013-02-16,"2012-2013"
"HOYING-Andy","INDIANA (PA)","home","02/16/13","no",30,1,2,0.5,0,0,0,1,2,0.5,1,3,4,4.4,1,0,2,2,0,0,3,5.2,2013-02-16,"2012-2013"
"INGRAM-Terrence","INDIANA (PA)","home","02/16/13","no",23,4,5,0.8,3,4,0.75,6,6,1,1,1,2,2.9,2,0,1,2,0,1,17,6.4,2013-02-16,"2012-2013"
"LEAO-Luis","INDIANA (PA)","home","02/16/13","yes",32,7,15,0.467,2,2,1,3,3,1,4,5,9,6.8,5,1,0,2,0,3,19,19,2013-02-16,"2012-2013"
"ONANA-Jean","INDIANA (PA)","home","02/16/13","yes",17,0,2,0,0,0,0,0,0,0,0,0,0,1.1,1,0,0,3,0,1,0,3.7,2013-02-16,"2012-2013"
"OUEGNIN-Jonathan","INDIANA (PA)","home","02/16/13","yes",29,1,4,0.25,0,1,0,2,2,1,2,5,7,4.3,1,0,4,4,2,2,4,8.6,2013-02-16,"2012-2013"
"SAMUELSON-Beau","INDIANA (PA)","home","02/16/13","no",1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1,0,0,0,5.2,2013-02-16,"2012-2013"
"BILBO-Paul","GANNON UNIVERSITY","home","02/20/13","yes",16,1,1,1,0,0,0,0,0,0,0,1,1,3.3,5,1,1,2,1,2,2,7.3,2013-02-20,"2012-2013"
"DAILEY-Callon","GANNON UNIVERSITY","home","02/20/13","yes",39,7,12,0.583,0,1,0,0,0,0,0,1,1,3.1,1,0,0,2,0,3,14,8.1,2013-02-20,"2012-2013"
"ELLINGTON-Keith","GANNON UNIVERSITY","home","02/20/13","no",15,0,1,0,0,0,0,0,0,0,0,3,3,2.1,4,0,0,1,0,0,0,3.5,2013-02-20,"2012-2013"
"HOYING-Andy","GANNON UNIVERSITY","home","02/20/13","no",27,3,7,0.429,1,4,0.25,2,2,1,1,4,5,4.4,2,0,1,0,0,0,9,5.4,2013-02-20,"2012-2013"
"INGRAM-Terrence","GANNON UNIVERSITY","home","02/20/13","yes",32,0,3,0,0,2,0,5,6,0.833,0,0,0,2.8,1,0,0,4,0,2,5,6.3,2013-02-20,"2012-2013"
"LEAO-Luis","GANNON UNIVERSITY","home","02/20/13","yes",37,3,12,0.25,0,1,0,5,7,0.714,2,6,8,6.8,1,0,2,3,3,2,11,18.7,2013-02-20,"2012-2013"
"OUEGNIN-Jonathan","GANNON UNIVERSITY","home","02/20/13","yes",30,1,5,0.2,0,3,0,1,2,0.5,0,3,3,4.2,1,0,4,3,1,0,3,8.3,2013-02-20,"2012-2013"
"SAMUELSON-Beau","GANNON UNIVERSITY","home","02/20/13","no",4,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,4.9,2013-02-20,"2012-2013"
"BEINS-Sean","at California","away","02/23/13","no",3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1.3,2013-02-23,"2012-2013"
"BILBO-Paul","at California","away","02/23/13","yes",15,2,2,1,0,0,0,4,5,0.8,0,1,1,3.2,3,0,1,0,0,0,8,7.3,2013-02-23,"2012-2013"
"DAILEY-Callon","at California","away","02/23/13","yes",36,4,8,0.5,0,2,0,0,1,0,2,4,6,3.2,2,0,3,4,1,1,8,8.1,2013-02-23,"2012-2013"
"ELLINGTON-Keith","at California","away","02/23/13","no",21,1,5,0.2,0,1,0,0,0,0,0,0,0,2,2,0,3,0,0,1,2,3.5,2013-02-23,"2012-2013"
"HOYING-Andy","at California","away","02/23/13","no",29,2,6,0.333,0,0,0,0,0,0,0,2,2,4.3,0,0,0,2,0,1,4,5.3,2013-02-23,"2012-2013"
"INGRAM-Terrence","at California","away","02/23/13","yes",28,4,10,0.4,3,6,0.5,1,2,0.5,0,3,3,2.8,1,0,0,0,0,4,12,6.5,2013-02-23,"2012-2013"
"LEAO-Luis","at California","away","02/23/13","yes",25,6,13,0.462,1,2,0.5,3,5,0.6,1,0,1,6.6,3,0,2,1,0,2,16,18.6,2013-02-23,"2012-2013"
"OUEGNIN-Jonathan","at California","away","02/23/13","yes",34,1,5,0.2,0,0,0,0,0,0,1,1,2,4.1,2,0,5,3,2,4,2,8.1,2013-02-23,"2012-2013"
"SAMUELSON-Beau","at California","away","02/23/13","no",7,0,2,0,0,2,0,0,0,0,2,0,2,1.1,0,0,0,0,0,0,0,4.7,2013-02-23,"2012-2013"
"SPODEN-Bobby","at California","away","02/23/13","no",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013-02-23,"2012-2013"
"BEINS-Sean","at Edinboro","away","2/27/13","no",3,0,1,0,0,1,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1.3,2013-02-27,"2012-2013"
"BILBO-Paul","at Edinboro","away","2/27/13","yes",27,4,8,0.5,0,0,0,1,3,0.333,3,2,5,3.3,1,0,0,1,0,0,9,7.4,2013-02-27,"2012-2013"
"DAILEY-Callon","at Edinboro","away","2/27/13","yes",30,7,14,0.5,2,5,0.4,1,1,1,1,3,4,3.2,4,0,2,2,0,1,17,8.4,2013-02-27,"2012-2013"
"ELLINGTON-Keith","at Edinboro","away","2/27/13","no",7,2,3,0.667,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,4,3.5,2013-02-27,"2012-2013"
"HOYING-Andy","at Edinboro","away","2/27/13","no",28,2,6,0.333,0,4,0,0,0,0,2,1,3,4.3,2,0,2,0,0,1,4,5.3,2013-02-27,"2012-2013"
"INGRAM-Terrence","at Edinboro","away","2/27/13","yes",27,2,7,0.286,1,5,0.2,0,0,0,0,2,2,2.7,2,0,2,0,0,1,5,6.5,2013-02-27,"2012-2013"
"LEAO-Luis","at Edinboro","away","2/27/13","yes",32,7,18,0.389,0,5,0,1,1,1,1,8,9,6.7,3,0,3,1,0,0,15,18.4,2013-02-27,"2012-2013"
"OUEGNIN-Jonathan","at Edinboro","away","2/27/13","yes",34,2,4,0.5,1,2,0.5,0,0,0,1,3,4,4.1,0,0,4,3,3,0,5,8,2013-02-27,"2012-2013"
"SAMUELSON-Beau","at Edinboro","away","2/27/13","no",12,0,2,0,0,2,0,0,0,0,1,1,2,1.2,0,0,1,1,0,0,0,4.5,2013-02-27,"2012-2013"
"BEINS-Sean","at Edinboro","away","3/2/13","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,1.2,2013-03-02,"2012-2013"
"BILBO-Paul","at Edinboro","away","3/2/13","yes",20,0,2,0,0,0,0,1,2,0.5,0,2,2,3.2,4,0,1,1,0,1,1,7.1,2013-03-02,"2012-2013"
"DAILEY-Callon","at Edinboro","away","3/2/13","yes",32,4,9,0.444,1,2,0.5,2,2,1,0,1,1,3.1,3,0,1,1,0,0,11,8.5,2013-03-02,"2012-2013"
"ELLINGTON-Keith","at Edinboro","away","3/2/13","no",18,1,7,0.143,0,3,0,0,1,0,2,1,3,2,1,0,2,1,0,0,2,3.4,2013-03-02,"2012-2013"
"HOYING-Andy","at Edinboro","away","3/2/13","no",25,3,5,0.6,0,1,0,3,4,0.75,2,3,5,4.3,1,0,2,1,0,1,9,5.4,2013-03-02,"2012-2013"
"INGRAM-Terrence","at Edinboro","away","3/2/13","yes",33,4,6,0.667,2,2,1,4,5,0.8,1,4,5,2.8,2,0,3,2,0,2,14,6.8,2013-03-02,"2012-2013"
"LEAO-Luis","at Edinboro","away","3/2/13","yes",37,8,14,0.571,0,1,0,7,10,0.7,0,6,6,6.7,2,0,1,1,0,4,23,18.6,2013-03-02,"2012-2013"
"OUEGNIN-Jonathan","at Edinboro","away","3/2/13","yes",28,0,5,0,0,1,0,0,0,0,1,3,4,4.1,5,1,3,4,0,0,0,7.7,2013-03-02,"2012-2013"
"SAMUELSON-Beau","at Edinboro","away","3/2/13","no",7,0,2,0,0,2,0,0,0,0,1,0,1,1.2,1,0,1,1,0,0,0,4.3,2013-03-02,"2012-2013"
"BEINS-Sean","vs Shepherd","neutral","11/15/13","no",8,0,2,0,0,1,0,0,2,0,2,2,4,4,3,0,0,3,1,0,0,0,2013-11-15,"2013-2014"
"BILBO-Paul","vs Shepherd","neutral","11/15/13","yes",9,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,2013-11-15,"2013-2014"
"DAILEY-Callon","vs Shepherd","neutral","11/15/13","yes",37,3,17,0.176,0,3,0,0,1,0,3,4,7,7,2,0,2,0,1,5,6,6,2013-11-15,"2013-2014"
"EWING-James","vs Shepherd","neutral","11/15/13","no",20,4,8,0.5,0,0,0,1,2,0.5,2,3,5,5,0,0,1,1,0,0,9,9,2013-11-15,"2013-2014"
"HALE-H'ian","vs Shepherd","neutral","11/15/13","yes",11,1,1,1,0,0,0,1,4,0.25,1,0,1,1,2,0,2,1,1,1,3,3,2013-11-15,"2013-2014"
"HOYING-Andy","vs Shepherd","neutral","11/15/13","no",22,3,6,0.5,0,0,0,0,0,0,3,1,4,4,2,0,1,5,2,1,6,6,2013-11-15,"2013-2014"
"LYTLE-Anthony","vs Shepherd","neutral","11/15/13","yes",20,0,2,0,0,0,0,2,6,0.333,3,3,6,6,1,0,0,2,1,1,2,2,2013-11-15,"2013-2014"
"ONANA-Jean","vs Shepherd","neutral","11/15/13","no",3,0,0,0,0,0,0,1,2,0.5,0,1,1,1,1,0,0,0,0,1,1,1,2013-11-15,"2013-2014"
"OUEGNIN-Jonathan","vs Shepherd","neutral","11/15/13","yes",32,9,13,0.692,0,2,0,0,1,0,3,2,5,5,2,0,5,2,1,0,18,18,2013-11-15,"2013-2014"
"SAMUELSON-Beau","vs Shepherd","neutral","11/15/13","no",10,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,2013-11-15,"2013-2014"
"WILLIAMS-Greg","vs Shepherd","neutral","11/15/13","no",28,7,12,0.583,3,5,0.6,0,0,0,3,5,8,8,1,0,0,1,0,2,17,17,2013-11-15,"2013-2014"
"BILBO-Paul","vs Alderson Broaddus","neutral","11/16/13","yes",14,1,1,1,0,0,0,0,0,0,0,1,1,0.5,2,0,0,2,0,0,2,1,2013-11-16,"2013-2014"
"DAILEY-Callon","vs Alderson Broaddus","neutral","11/16/13","yes",38,6,14,0.429,1,5,0.2,4,4,1,2,0,2,4.5,2,0,0,1,0,3,17,11.5,2013-11-16,"2013-2014"
"EWING-James","vs Alderson Broaddus","neutral","11/16/13","no",22,4,8,0.5,0,0,0,0,2,0,0,3,3,4,2,0,0,2,0,0,8,8.5,2013-11-16,"2013-2014"
"HALE-H'ian","vs Alderson Broaddus","neutral","11/16/13","yes",37,2,6,0.333,0,0,0,5,5,1,0,1,1,1,2,0,5,2,0,3,9,6,2013-11-16,"2013-2014"
"HOYING-Andy","vs Alderson Broaddus","neutral","11/16/13","no",27,2,5,0.4,0,1,0,1,1,1,4,2,6,5,2,0,2,4,0,0,5,5.5,2013-11-16,"2013-2014"
"LYTLE-Anthony","vs Alderson Broaddus","neutral","11/16/13","yes",27,4,8,0.5,0,0,0,1,2,0.5,3,3,6,6,2,0,0,1,0,2,9,5.5,2013-11-16,"2013-2014"
"ONANA-Jean","vs Alderson Broaddus","neutral","11/16/13","no",15,1,3,0.333,1,1,1,0,0,0,0,0,0,0.5,1,0,1,1,0,1,3,2,2013-11-16,"2013-2014"
"OUEGNIN-Jonathan","vs Alderson Broaddus","neutral","11/16/13","yes",30,4,6,0.667,0,1,0,3,4,0.75,2,1,3,4,2,0,1,2,1,1,11,14.5,2013-11-16,"2013-2014"
"SAMUELSON-Beau","vs Alderson Broaddus","neutral","11/16/13","no",3,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,2013-11-16,"2013-2014"
"WILLIAMS-Greg","vs Alderson Broaddus","neutral","11/16/13","no",12,1,5,0.2,1,2,0.5,0,0,0,1,0,1,4.5,1,0,1,1,0,1,3,10,2013-11-16,"2013-2014"
